trials,first_sample,presented_point,time_between_samples_mean,time_between_samples_std,sampling_rate_mean,sampling_rate_std,sampling_rate_min,sampling_rate_max,last_time_sample,horizontal_errors_pxs_mean,horizontal_errors_pxs_std,vertical_errors_pxs_mean,vertical_errors_pxs_std,total_errors_pxs_mean,total_errors_pxs_std,metadata
1.0,300,"(545.0, 940.5)",45.4,11.275637454263949,23.461831656205824,5.9421969894059,13.698630136986301,33.333333333333336,908,96.93333333333334,103.88677597376012,218.63333333333333,55.69663863785278,248.479675195992,96.69040463162666,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(545.0, 130.5)",46.78947368421053,10.831624980721577,22.916228153148847,6.7484009975911095,16.39344262295082,35.714285714285715,889,89.92307692307692,86.23265626151823,62.80769230769231,58.56802043565651,123.21317295103823,87.83942173840592,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(960.0, 940.5)",47.0,10.285400997735117,22.644887257909325,6.391934916804311,15.151515151515152,37.03703703703704,893,93.5,63.028054977809006,122.78571428571429,52.27868805249225,167.8163367698316,48.59892678427209,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(1375.0, 940.5)",53.294117647058826,12.685168300408497,20.008002409519474,5.610708296538376,13.157894736842104,37.03703703703704,906,71.63636363636364,37.943193729748465,272.8636363636364,128.04564010700727,284.90376156608767,127.48157196610204,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(960.0, 535.5)",47.73684210526316,17.55545231024181,31.31326823395465,40.3596907182318,12.820512820512821,200.0,907,51.357142857142854,31.499676059234872,128.85714285714286,59.91494822169309,147.27957649808542,46.178743449173595,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(960.0, 130.5)",51.333333333333336,8.192137151629671,20.171829739935472,4.55940870067757,15.384615384615385,37.03703703703704,924,29.75,19.613452016409553,35.75,20.753011829611623,51.90654469511222,16.858547322184023,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(545.0, 535.5)",48.63157894736842,16.14151406945128,23.077187747971553,8.053360122459443,11.235955056179776,38.46153846153846,924,75.92857142857143,33.50791864984899,220.28571428571428,47.70471460891856,235.85077010862202,45.42992983578352,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(1375.0, 130.5)",44.6,12.874004815907131,24.41279014116072,7.175921453160833,13.698630136986301,37.03703703703704,892,40.42857142857143,29.303130709665737,31.214285714285715,31.583061851542627,56.49684490009149,35.680117741527866,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
1.0,300,"(1375.0, 535.5)",45.4,10.006997551713502,23.35510482730158,6.173340542965808,15.625,37.03703703703704,908,84.4,44.92631003469273,167.9,31.851321270343973,192.12796717339216,37.8615138342347,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(960.0, 940.5)",43.38095238095238,10.408221066043765,24.489360306518364,6.094992694509136,15.873015873015873,35.714285714285715,911,102.57142857142857,54.1238187409392,134.35714285714286,106.27515308511819,184.61804899411075,93.34190752225838,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(1375.0, 940.5)",43.19047619047619,11.316313751222161,24.980667078731,7.169155919868677,16.129032258064516,40.0,907,55.5625,43.224658399459905,33.5625,20.95074208112925,69.33768443214481,41.39109828922522,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(545.0, 940.5)",44.5,10.146427942877237,23.884442462043708,6.31885749573253,16.39344262295082,38.46153846153846,890,95.07692307692308,66.13559676727286,161.96153846153845,81.36869118601726,190.53742770747238,99.80696844565544,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(1375.0, 130.5)",46.89473684210526,12.632017536245392,23.170410204898637,7.165091875877789,13.157894736842104,37.03703703703704,891,98.3076923076923,96.47030999255249,57.80769230769231,52.545049705188305,120.18985187757775,103.09235723869415,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(960.0, 535.5)",48.578947368421055,8.737793226605566,21.45683056792642,4.957977050178602,15.873015873015873,35.714285714285715,923,72.85714285714286,68.03135531593097,221.21428571428572,60.64937706832206,236.84461220626397,80.34404385609524,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(545.0, 535.5)",50.5,13.330207967036541,21.388968568942015,6.585257242184239,11.235955056179776,38.46153846153846,909,72.84615384615384,47.71525502530796,170.1153846153846,37.493668104481245,190.9269242164626,38.40880800438972,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(545.0, 130.5)",45.4,9.681941953967705,23.19668926715297,5.587764550405761,15.873015873015873,35.714285714285715,908,233.92857142857142,256.50632525916234,70.14285714285714,84.52354460052379,247.16550643320144,267.3790078861661,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(960.0, 130.5)",47.05263157894737,8.586854605858928,22.214464117022523,5.382040926834785,16.39344262295082,37.03703703703704,894,128.33333333333334,39.26052583561368,50.0,24.91151005726737,142.1090417888901,30.601256649199225,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
2.0,300,"(1375.0, 535.5)",46.35,12.689661145988099,23.42269995424569,7.181276273186253,12.987012987012987,41.666666666666664,927,93.28571428571429,31.315054735082686,203.14285714285714,33.90450274111757,226.9883369549236,23.993493776041177,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(545.0, 130.5)",48.21052631578947,9.423257607298975,21.868868981277007,5.984952002648478,14.705882352941176,38.46153846153846,916,66.61538461538461,56.73899549223141,54.19230769230769,33.87621043056757,88.90615623032399,61.943702726154086,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(960.0, 130.5)",48.05263157894737,9.891376809122955,21.888169688721682,5.380504115527441,14.492753623188406,35.714285714285715,913,61.38461538461539,28.749684845198303,38.42307692307692,32.93224171505332,76.68168243323122,35.712747702184,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(1375.0, 535.5)",47.94736842105263,13.31984544011215,22.826939162525367,7.473199455071783,13.157894736842104,40.0,911,100.78571428571429,64.1061380740995,203.78571428571428,28.12073096852359,232.78296230396774,48.97797934775937,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(545.0, 940.5)",46.7,15.703821191035004,28.345895162248365,27.158006253371404,12.987012987012987,142.85714285714286,934,122.92307692307692,86.79016386883193,353.2692307692308,38.652602352740146,382.5969127639221,50.550873435127876,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(1375.0, 130.5)",49.611111111111114,14.993105411373028,22.12351906602823,6.940348576986667,11.494252873563218,35.714285714285715,893,76.92307692307692,60.99995149867119,47.73076923076923,36.86180814078827,95.92039582930218,63.83142439953119,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(1375.0, 940.5)",51.44444444444444,12.66764128804053,20.56340994747788,5.001763914597639,10.869565217391305,32.25806451612903,926,152.53846153846155,80.94691079259235,387.03846153846155,136.47181472017493,417.3037887262228,155.245803335232,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(960.0, 940.5)",43.42857142857143,14.063026256215027,34.507134453943735,48.67769902886995,15.625,250.0,912,81.86666666666666,54.0565958561539,175.5,45.666909975020936,197.888075116795,57.88171611055634,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(960.0, 535.5)",47.1578947368421,16.467713732266148,34.114584464996604,51.40081723634744,13.513513513513514,250.0,896,66.14285714285714,33.359207644874864,133.85714285714286,39.11997506363714,151.99537318908915,42.816211388689595,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
3.0,300,"(545.0, 535.5)",45.6,12.171277665060476,23.507084514875192,6.161873873063982,12.820512820512821,37.03703703703704,912,49.642857142857146,25.421046238043285,121.42857142857143,25.211857430622615,134.42350009895412,20.530494211661104,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(960.0, 535.5)",49.611111111111114,12.306903613143717,21.721060927902997,6.665449317879375,13.698630136986301,40.0,893,36.15384615384615,19.536341496125992,140.03846153846155,17.561388523232022,146.0303983380296,16.824537703268764,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(960.0, 940.5)",46.63157894736842,15.718612923657332,31.623999170217388,40.340860246804596,13.333333333333334,200.0,886,108.57142857142857,59.87930036535913,246.07142857142858,97.78746215697615,281.1907856490388,80.11593783166825,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(545.0, 535.5)",46.2,14.235870187663275,28.155582672301914,27.03475526558087,13.513513513513514,142.85714285714286,924,84.6,63.59224271350503,202.5,46.38390525458876,228.3299637570142,47.16224815167937,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(545.0, 940.5)",44.5,14.410065926289164,34.39028205780739,49.89792560944122,15.873015873015873,250.0,890,123.26666666666667,116.7564226165834,412.1666666666667,80.22108340219685,437.6067077366159,116.80704606566665,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(1375.0, 940.5)",49.77777777777778,11.801862167356639,21.055422655562708,4.435297286139779,11.11111111111111,30.303030303030305,896,114.92307692307692,47.68722057236257,168.19230769230768,39.49368910712116,209.3196700487408,38.9238255086104,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(960.0, 130.5)",44.095238095238095,14.232440348606561,28.19192686153846,22.48420919458185,13.157894736842104,125.0,926,48.2,21.572204337990126,140.56666666666666,62.67425485972866,153.36299492181087,54.36397509944072,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(1375.0, 535.5)",43.523809523809526,12.662727636722432,28.21450018684589,22.413854776488023,16.39344262295082,125.0,914,84.78571428571429,50.96101951692177,239.0,16.290882638545316,258.31422664189665,21.11388236882407,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(545.0, 130.5)",48.8421052631579,12.762045529388413,22.098869880008625,6.460474074335667,12.987012987012987,35.714285714285715,928,75.84615384615384,87.72145264664665,59.03846153846154,34.832821358411124,101.17769346415464,88.9361121119045,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
4.0,300,"(1375.0, 130.5)",46.65,16.529594671376547,34.89117483076213,51.034747671938945,12.820512820512821,250.0,933,111.2,70.64861404632555,52.96666666666667,30.990034240417067,128.19764955539264,68.46808975821803,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(1375.0, 535.5)",47.89473684210526,13.02586389434136,22.805241181461803,7.341504482266486,13.157894736842104,35.714285714285715,910,42.666666666666664,33.15200681038112,132.0,42.73269630310418,143.38831734260665,40.11700117143922,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(545.0, 940.5)",50.72222222222222,13.779233794032862,21.33161840070648,6.261633796617562,12.5,34.48275862068966,913,83.75,52.405669222581885,355.25,101.81202041016572,368.02964190189226,104.3208960287039,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(545.0, 130.5)",50.5,8.642594774976114,20.496954986831085,4.215274844137757,14.492753623188406,33.333333333333336,909,196.0,177.26685663580335,154.73076923076923,124.14950902728522,256.204648714514,208.6945806126084,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(960.0, 130.5)",48.94736842105263,14.218126622510422,26.894393875595277,27.753648186886426,12.820512820512821,142.85714285714286,930,69.14285714285714,39.801035777723065,82.14285714285714,28.51968528892968,113.68556621136968,31.642860278882054,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(1375.0, 130.5)",49.0,13.2664991614216,22.083043238985262,6.580590408587898,12.820512820512821,35.714285714285715,931,59.42857142857143,36.2938686000705,18.785714285714285,13.930585934905821,65.58605381358065,33.082228323926266,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(960.0, 940.5)",50.5,13.107461827354507,21.1615046204332,5.664864558117933,11.11111111111111,33.333333333333336,909,101.84615384615384,53.36931724941438,346.03846153846155,149.81712718388755,371.7799936778559,131.10433951381992,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(960.0, 535.5)",45.45,13.009515748097622,23.829581345596917,6.6596138834949965,12.820512820512821,35.714285714285715,909,43.57142857142857,30.431924697861724,235.78571428571428,45.84512526107963,241.4229922431479,47.28835814833253,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(1375.0, 940.5)",46.45,9.292335551410098,22.673707810470447,5.833241700497194,17.24137931034483,38.46153846153846,929,93.64285714285714,52.84155175462521,304.2142857142857,83.94167071027746,320.334008662688,92.41143270230658,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
5.0,300,"(545.0, 535.5)",52.88235294117647,14.38905774187323,20.568326242826828,6.410432728017967,12.658227848101266,34.48275862068966,899,99.0,79.81341878520064,196.04545454545453,82.39082433065164,239.16358471987058,64.76132907794053,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(960.0, 535.5)",44.7,10.724271537032246,23.957551066781154,6.7254062682811195,16.666666666666668,37.03703703703704,894,40.76923076923077,10.728494382529933,183.1153846153846,19.894098319074278,187.91323865102615,19.820815817783135,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(1375.0, 940.5)",48.0,10.920767275916873,22.13621638776711,6.045326962130786,13.157894736842104,37.03703703703704,912,105.23076923076923,46.748350602172785,238.73076923076923,87.33151149160469,265.62846731152166,85.55473983116323,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(1375.0, 130.5)",48.21052631578947,10.821902485570744,21.947226239895674,5.662202280993197,13.513513513513514,38.46153846153846,916,115.07692307692308,161.28258122288705,29.653846153846153,22.138883836245967,126.34487048038558,157.0389241662544,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(545.0, 130.5)",44.5,11.390785749894517,24.03645132053263,6.283064427189508,14.925373134328359,35.714285714285715,890,144.57142857142858,196.56395334623807,82.71428571428571,33.34704649896421,195.83971947402756,170.70081593843796,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(545.0, 940.5)",47.0,12.320287077994998,22.856482599640394,6.318033244645087,12.820512820512821,35.714285714285715,893,36.5,25.20416632225712,464.42857142857144,87.16279046024356,466.67877325860303,86.42726762917697,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(960.0, 130.5)",46.4,14.154151334502538,23.822544023374547,7.753944617058745,13.157894736842104,38.46153846153846,928,107.86666666666666,44.098173305579095,93.5,62.732235201157415,151.39136570971337,57.77633069473881,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(1375.0, 535.5)",46.1,12.84484332329515,23.457867422546112,6.733426077693525,12.195121951219512,38.46153846153846,922,41.285714285714285,32.11459074588232,211.64285714285714,56.78135652641271,218.80043009302355,53.656783005846364,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(960.0, 940.5)",48.1578947368421,9.948621474962124,21.866576139295667,5.516211456467261,14.925373134328359,37.03703703703704,915,84.84615384615384,37.82926452414677,210.73076923076923,112.47369186146041,236.02818847370497,99.89197056962458,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
6.0,300,"(545.0, 535.5)",49.388888888888886,10.225995680339445,21.56741385461463,6.556518067591858,16.129032258064516,40.0,889,50.75,55.71673147867404,184.0,44.83023533286436,201.76283770505782,28.938278937579366,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(545.0, 130.5)",46.25,10.309582920758725,22.96265703468745,6.145562279891387,15.384615384615385,37.03703703703704,925,121.0,74.02702209328699,62.214285714285715,45.22709139352615,138.23852107806732,83.22991309022181,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(960.0, 535.5)",46.45,10.161077698748297,22.822332975889886,6.086033436066645,15.384615384615385,38.46153846153846,929,101.07142857142857,33.60370788578947,259.7142857142857,31.277967077318117,280.36129782786554,34.23458727645422,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(545.0, 535.5)",48.8421052631579,8.418420641318823,21.377428867075892,5.299352606700667,16.949152542372882,35.714285714285715,928,38.92307692307692,45.236917426200165,220.34615384615384,18.446788979891302,227.66434318020782,24.960829276502487,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(1375.0, 130.5)",47.78947368421053,13.782440954720617,22.433925474523438,5.600136919190085,10.869565217391305,31.25,908,91.07142857142857,48.253000329682365,33.07142857142857,22.05743893213575,101.76249908394702,42.976748632799406,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(1375.0, 940.5)",47.05263157894737,9.528205686335074,22.418834091926186,5.846536193566191,16.666666666666668,37.03703703703704,894,84.07692307692308,32.64838678653684,239.19230769230768,41.08225260729919,254.8913389221173,45.452866079027395,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(1375.0, 535.5)",47.21052631578947,10.013564207815532,22.468390243852934,6.169344234162145,16.129032258064516,37.03703703703704,897,55.92857142857143,59.09370801134932,148.57142857142858,52.01986473002994,168.60073534511025,54.528883941863626,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(960.0, 940.5)",49.77777777777778,11.578502856374037,21.452931488365383,6.180830356397083,12.820512820512821,37.03703703703704,896,128.76923076923077,42.87576659310881,183.1153846153846,85.8563545083732,233.07765838556256,70.69094006771203,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(960.0, 130.5)",45.35,11.88391770419166,23.794203345461135,6.826583091423024,14.925373134328359,37.03703703703704,907,97.6,28.396713424854877,142.56666666666666,42.13544298515865,176.15010390938812,37.46897684812207,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
7.0,300,"(545.0, 940.5)",49.77777777777778,11.45307118227128,21.406283355359005,5.943366071293001,13.88888888888889,34.48275862068966,896,48.61538461538461,29.121861895089854,376.1923076923077,57.61327920565191,380.8227751402158,55.00449712283036,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(545.0, 940.5)",47.94736842105263,12.655240995482448,22.12457090280249,5.1775226191092045,11.11111111111111,32.25806451612903,911,127.57142857142857,106.29589044986929,234.35714285714286,112.36474863004803,274.7080935782109,140.20647695369783,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(545.0, 535.5)",52.35294117647059,11.686800883000135,20.25797996192426,5.538123311470662,12.658227848101266,35.714285714285715,890,130.33333333333334,143.18946267872585,144.41666666666666,42.888340166322855,225.9611191070326,95.53615014867815,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(960.0, 940.5)",46.15,9.727666729488629,22.873411924263984,5.809394598816471,16.39344262295082,35.714285714285715,923,125.0,17.064583206161235,286.3666666666667,101.35736557130693,315.6678462010247,92.46185271851066,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(960.0, 535.5)",45.3,13.68612436009552,33.77274596060869,49.99490288977318,16.129032258064516,250.0,906,58.57142857142857,39.4492699293559,228.78571428571428,44.50911394860378,239.2164527654622,45.67614426460271,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(960.0, 130.5)",47.94736842105263,13.512075239774184,32.82789940588973,51.451375759978525,16.129032258064516,250.0,911,54.92857142857143,23.716974890554308,110.92857142857143,36.20519750713442,127.81622048466913,29.30223411058591,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(1375.0, 130.5)",45.6,11.0516967023168,23.560458791937705,6.866786659096003,15.384615384615385,37.03703703703704,912,85.35714285714286,42.5484717584497,29.928571428571427,16.62061665399884,92.73718607187767,40.84106867968211,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(1375.0, 940.5)",46.25,9.67923034130297,22.824427401761024,5.863457688011095,16.129032258064516,35.714285714285715,925,109.53333333333333,63.46323520135278,366.23333333333335,89.20423507634352,384.7599319182679,100.34529447653848,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(545.0, 130.5)",46.78947368421053,11.69155767105578,22.7739027244729,5.901455697473982,12.820512820512821,35.714285714285715,889,95.0,115.6305693639384,113.0,83.06946318765829,156.90858819034287,132.0782315062845,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
8.0,300,"(1375.0, 535.5)",48.68421052631579,8.547407311293428,21.391154627868357,5.001921194515695,15.873015873015873,37.03703703703704,925,75.92857142857143,97.21512542935331,153.35714285714286,48.92539092895447,191.51791299811993,66.70026023285277,"{""name-id"":""Gustavo"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Opera"",""operating-system"":""Ubuntu""}"
